,Species,Owner,Country.of.Origin,Farm.Name,Lot.Number,Mill,ICO.Number,Company,Altitude,Region,Producer,Number.of.Bags,Bag.Weight,In.Country.Partner,Harvest.Year,Grading.Date,Owner.1,Variety,Processing.Method,Aroma,Flavor,Aftertaste,Acidity,Body,Balance,Uniformity,Clean.Cup,Sweetness,Cupper.Points,Total.Cup.Points,Moisture,Category.One.Defects,Quakers,Color,Category.Two.Defects,Expiration,Certification.Body,Certification.Address,Certification.Contact,unit_of_measurement,altitude_low_meters,altitude_high_meters,altitude_mean_meters,Cluster,ClusterName,FlavorCluster,VarietyFamily,ProcessingGroup
378,Arabica,"ceca, s.a.",Costa Rica,gamboa,8885,beneficio montañas del diamante,5-025-0032,"ceca,s.a.",1850,中南米,Martin Gutierrez,275,69 kg,Specialty Coffee Association of Costa Rica,2016,"February 17th, 2017","CECA, S.A.",Caturra,Washed / Wet,7.58,7.5,7.42,7.92,7.5,7.67,10.0,10.0,10.0,7.83,83.42,0.09,0,0.0,Blue-Green,4,"February 17th, 2018",Specialty Coffee Association of Costa Rica,8e0b118f3cf3121ab27c5387deacdb7d4d2a60b1,5eb2b7129d9714c43825e44dc3bca9423de209e9,m,1850.0,1850.0,1850.0,1,バランス系,酸味系,Bourbon系,ウォッシュド
379,Arabica,cqi taiwan icp cqi台灣合作夥伴,Taiwan,日月潭文武莊園,1,南投縣埔里鎮蜈蚣里,,宸嶧國際,,アジア太平洋,黃素貞0939227229,1,10 kg,Blossom Valley International,2015,"February 13th, 2017",CQI Taiwan ICP CQI台灣合作夥伴,,,7.67,7.67,7.0,7.08,7.0,7.0,10.0,10.0,10.0,10.0,83.42,0.11,0,0.0,Blue-Green,0,"February 13th, 2018",Blossom Valley International,fc45352eee499d8470cf94c9827922fb745bf815,de73fc9412358b523d3a641501e542f31d2668b0,m,,,,0,酸味系,香り系,その他,その他
380,Arabica,bugisu cooperative union,Uganda,bulago & buginyanya,5055,bcu,7697,bugisu cooperative union,1800,アフリカ,Bulago & Buginyanya,20,1218 kg,Uganda Coffee Development Authority,2015,"July 21st, 2016",Bugisu Cooperative Union,SL14,Washed / Wet,7.58,7.75,7.33,7.75,7.67,7.58,10.0,10.0,10.0,7.75,83.42,0.11,0,0.0,Green,1,"July 21st, 2017",Uganda Coffee Development Authority,188fe373b511e21f614564bf86aa4774270d8e04,b7614767a5343729bbde3a2777c60ce836aed928,m,1800.0,1800.0,1800.0,1,バランス系,酸味系,Typica系,ウォッシュド
381,Arabica,松澤宏樹 koju matsuzawa,Thailand,matsuzawa coffee,MCCFWXA15/16,matsuzawa coffee,,matsuzawa coffee,1200,アジア太平洋,Matsuzawa Coffee,500,25 kg,Specialty Coffee Institute of Asia,2015,"June 27th, 2016",松澤宏樹 Koju Matsuzawa,Catimor,Washed / Wet,7.5,7.58,7.75,7.5,7.75,7.67,10.0,10.0,10.0,7.67,83.42,0.13,0,0.0,Bluish-Green,0,"June 27th, 2017",Specialty Coffee Institute of Asia,726e4891cf2c9a4848768bd34b668124d12c4224,b70da261fcc84831e3e9620c30a8701540abc200,m,1200.0,1200.0,1200.0,2,コク・バランス系,コク・バランス系,ハイブリッド系,ウォッシュド
382,Arabica,consejo salvadoreño del café,El Salvador,la joya,73,el borbollon,9-391-73,consejo salvadoreño del café,1330,中南米,"Ibero El Salvador, S.A. de C.V.",275,69 kg,Salvadoran Coffee Council,2016,"April 25th, 2016",Consejo Salvadoreño del Café,Bourbon,Washed / Wet,7.58,7.5,7.75,7.58,7.75,7.67,10.0,10.0,10.0,7.58,83.42,0.11,0,0.0,,0,"April 25th, 2017",Salvadoran Coffee Council,3d4987e3b91399dbb3938b5bdf53893b6ef45be1,27b21e368fb8291cbea02c60623fe6c98f84524d,m,1330.0,1330.0,1330.0,2,コク・バランス系,コク・バランス系,Bourbon系,ウォッシュド
383,Arabica,carcafe ltda ci,Colombia,,,neiva,3-59-2236,carcafe ltda,442 msnm,中南米,FRANKLIN DUSSAN/ANDRES RODRIGUEZ/HIPOLITO TORRES,275,70 kg,Almacafé,2015,"April 29th, 2015",CARCAFE LTDA CI,Caturra,Natural / Dry,7.58,7.67,7.58,7.67,7.58,7.67,10.0,10.0,10.0,7.67,83.42,0.12,4,0.0,Green,0,"April 28th, 2016",Almacafé,e493c36c2d076bf273064f7ac23ad562af257a25,70d3c0c26f89e00fdae6fb39ff54f0d2eb1c38ab,m,442.0,442.0,442.0,1,バランス系,酸味系,Bourbon系,ナチュラル
384,Arabica,bourbon specialty coffees,Brazil,cachoeira da grama farm,,,002/4542/0886,bourbon specialty coffees,,中南米,GABRIEL CARVALHO DIAS,300,60 kg,Brazil Specialty Coffee Association,2014,"January 15th, 2015",BOURBON SPECIALTY COFFEES,Yellow Bourbon,Semi-washed / Semi-pulped,7.33,7.83,7.75,7.5,7.42,7.83,10.0,10.0,10.0,7.75,83.42,0.12,0,0.0,Green,6,"January 15th, 2016",Brazil Specialty Coffee Association,3297cfa4c538e3dd03f72cc4082c54f7999e1f9d,8900f0bf1d0b2bafe6807a73562c7677d57eb980,m,,,,2,コク・バランス系,コク・バランス系,Bourbon系,セミウォッシュド
385,Arabica,ngila estate ltd,"Tanzania, United Republic Of",ngila estate,,ngila estate ltd,C50,ngila estate ltd,1600,アフリカ,Ngila Estate Ltd,39,60 kg,Africa Fine Coffee Association,2014,"December 12th, 2014",Ngila Estate Ltd,Bourbon,Washed / Wet,7.75,7.67,7.58,7.67,7.58,7.58,10.0,10.0,10.0,7.58,83.42,0.13,0,0.0,Green,4,"December 12th, 2015",Africa Fine Coffee Association,073285c0d45e2f5539012d969937e529564fa6fe,c4ab13415cdd69376a93780c0166e7b1a10481ea,m,1600.0,1600.0,1600.0,1,バランス系,酸味系,Bourbon系,ウォッシュド
386,Arabica,compañia colombiana agroindustrial s.a,Colombia,,,trilladora boananza,15-3-79-0002,ecom cca sa,1813,中南米,,250,70 kg,Almacafé,2014/2015,"October 15th, 2014",Compañia Colombiana Agroindustrial S.A,Caturra,Washed / Wet,7.58,7.58,7.25,7.75,7.75,8.58,9.33,10.0,10.0,7.58,83.42,0.12,0,0.0,Green,1,"October 15th, 2015",Almacafé,e493c36c2d076bf273064f7ac23ad562af257a25,70d3c0c26f89e00fdae6fb39ff54f0d2eb1c38ab,m,1813.0,1813.0,1813.0,3,香り系,丸み系,Bourbon系,ウォッシュド
387,Arabica,juan luis alvarado romero,Guatemala,el papaturro,,beneficio ixchel,11/23/0562,"unex guatemala, s.a.",4000 psnm,中南米,AMILCAR LAPOLA,250,69 kg,Asociacion Nacional Del Café,2013,"August 21st, 2014",Juan Luis Alvarado Romero,Bourbon,Natural / Dry,7.75,7.83,7.33,7.83,7.5,7.67,10.0,10.0,10.0,7.5,83.42,0.1,0,0.0,Green,1,"August 21st, 2015",Asociacion Nacional Del Café,b1f20fe3a819fd6b2ee0eb8fdc3da256604f1e53,724f04ad10ed31dbb9d260f0dfd221ba48be8a95,ft,1219.2,1219.2,1219.2,1,バランス系,酸味系,Bourbon系,ナチュラル
388,Arabica,juan luis alvarado romero,Guatemala,finca medina,,beneficio siembras vision (154),11/11711/6,"siembras vision, s.a.",1500 msnm,中南米,"SIEMBRAS VISIÓN, S.A.",250,69 kg,Asociacion Nacional Del Café,2014,"February 18th, 2014",Juan Luis Alvarado Romero,Caturra,Washed / Wet,7.67,7.75,7.5,7.83,7.58,7.5,10.0,10.0,10.0,7.58,83.42,0.1,0,0.0,Green,2,"February 18th, 2015",Asociacion Nacional Del Café,b1f20fe3a819fd6b2ee0eb8fdc3da256604f1e53,724f04ad10ed31dbb9d260f0dfd221ba48be8a95,m,1500.0,1500.0,1500.0,1,バランス系,酸味系,Bourbon系,ウォッシュド
389,Arabica,juan luis alvarado romero,Guatemala,el morito,,beneficio ixchel,11/23/1040,"unex guatemala, s.a.",4300,中南米,ROBERTO MONTERROSO,250,69 kg,Asociacion Nacional Del Café,2013,"July 16th, 2013",Juan Luis Alvarado Romero,Bourbon,Washed / Wet,7.67,7.5,7.75,7.42,7.75,7.75,10.0,10.0,10.0,7.58,83.42,0.11,0,0.0,Green,0,"July 16th, 2014",Asociacion Nacional Del Café,b1f20fe3a819fd6b2ee0eb8fdc3da256604f1e53,724f04ad10ed31dbb9d260f0dfd221ba48be8a95,ft,1310.64,1310.64,1310.64,3,香り系,丸み系,Bourbon系,ウォッシュド
390,Arabica,kona pacific farmers cooperative,United States (Hawaii),,,,2233803 KONA NO. 1,kona pacific farmers cooperative,,アジア太平洋,,13,100 lbs,Specialty Coffee Association,2012,"January 24th, 2013",Kona Pacific Farmers Cooperative,Hawaiian Kona,Natural / Dry,7.42,7.75,7.67,7.58,7.67,7.67,10.0,10.0,10.0,7.67,83.42,0.0,0,0.0,Green,2,"January 24th, 2014",Specialty Coffee Association,36d0d00a3724338ba7937c52a378d085f2172daa,0878a7d4b9d35ddbf0fe2ce69a2062cceb45a660,ft,,,,2,コク・バランス系,コク・バランス系,Typica系,ナチュラル
391,Arabica,exportadora de cafe condor s.a,Colombia,various,,trilladora boananza,3-68-0147,exportadora de cafe condor s.a,1450 msnm,中南米,Exportadora de cafe condor,250,70 kg,Almacafé,2012,"June 26th, 2012",Exportadora de Cafe Condor S.A,Caturra,Washed / Wet,7.5,7.75,7.58,7.5,7.67,7.75,10.0,10.0,10.0,7.67,83.42,0.11,0,0.0,Green,2,"June 26th, 2013",Almacafé,e493c36c2d076bf273064f7ac23ad562af257a25,70d3c0c26f89e00fdae6fb39ff54f0d2eb1c38ab,m,1450.0,1450.0,1450.0,2,コク・バランス系,コク・バランス系,Bourbon系,ウォッシュド
392,Arabica,federacion nacional de cafeteros,Colombia,,,,03-01-0424,,,中南米,,250,70 kg,Almacafé,,"February 1st, 2011",Federación Nacional de Cafeteros,,,7.58,7.58,7.58,7.67,7.75,7.67,10.0,10.0,10.0,7.58,83.42,0.1,1,0.0,,3,"February 1st, 2012",Almacafé,e493c36c2d076bf273064f7ac23ad562af257a25,70d3c0c26f89e00fdae6fb39ff54f0d2eb1c38ab,m,,,,2,コク・バランス系,コク・バランス系,その他,その他
393,Arabica,kona pacific farmers cooperative,United States (Hawaii),kona pacific farmers cooperative,,,HDOA 210127 Kona Extra Fancy,,,アジア太平洋,Kona Pacific Farmers Co-Op,12,60 kg,Specialty Coffee Association,2010,"December 27th, 2010",Kona Pacific Farmers Cooperative,,,7.5,7.92,7.42,7.67,7.83,7.58,10.0,10.0,10.0,7.5,83.42,0.01,0,0.0,,0,"December 27th, 2011",Specialty Coffee Association,36d0d00a3724338ba7937c52a378d085f2172daa,0878a7d4b9d35ddbf0fe2ce69a2062cceb45a660,ft,,,,1,バランス系,酸味系,その他,その他
394,Arabica,doi tung development project,Thailand,doi tung development project,,,,,,アジア太平洋,Doi Tung Development Project,4,1 lbs,Specialty Coffee Association,,"April 13th, 2010",Doi Tung Development Project,Peaberry,,7.58,7.25,7.5,7.92,7.92,7.42,10.0,10.0,10.0,7.83,83.42,0.11,0,0.0,,0,"April 13th, 2011",Specialty Coffee Association,36d0d00a3724338ba7937c52a378d085f2172daa,0878a7d4b9d35ddbf0fe2ce69a2062cceb45a660,m,,,,1,バランス系,酸味系,その他,その他
395,Arabica,grounds for health admin,Mexico,,,,016-2729-001-A-LAB-SS2,,900-1200mtr,中南米,"Productores de Cafe de El Cuarenteno, S. de P.R. de R.L",6,6,Specialty Coffee Association,January Through April,"May 26th, 2010",Grounds for Health Admin,,,7.25,7.88,7.38,7.63,7.5,8.75,9.0,10.0,10.0,8.0,83.38,0.09,2,0.0,,4,"May 26th, 2011",Specialty Coffee Association,36d0d00a3724338ba7937c52a378d085f2172daa,0878a7d4b9d35ddbf0fe2ce69a2062cceb45a660,m,900.0,1200.0,1050.0,3,香り系,丸み系,その他,その他
396,Arabica,exportadora de cafe condor s.a,Colombia,various,68-0054,bonanza - armenia,68-0054,exportadora de cafe condor s.a,1650,中南米,various,275,70 kg,Almacafé,2016,"November 8th, 2016",Exportadora de Cafe Condor S.A,Caturra,Washed / Wet,7.75,7.5,7.75,7.58,7.58,7.58,10.0,10.0,10.0,7.58,83.33,0.0,0,1.0,,0,"November 8th, 2017",Almacafé,e493c36c2d076bf273064f7ac23ad562af257a25,70d3c0c26f89e00fdae6fb39ff54f0d2eb1c38ab,m,1650.0,1650.0,1650.0,2,コク・バランス系,コク・バランス系,Bourbon系,ウォッシュド
397,Arabica,racafe & cia s.c.a,Colombia,,3-37-3729,bachue,3-37-3729,racafe & cia s.c.a,,中南米,,130,70 kg,Almacafé,2016,"June 15th, 2016",Racafe & Cia S.C.A,Caturra,Washed / Wet,7.67,7.58,7.58,7.42,7.67,7.75,10.0,10.0,10.0,7.67,83.33,0.0,0,0.0,Blue-Green,0,"June 15th, 2017",Almacafé,e493c36c2d076bf273064f7ac23ad562af257a25,70d3c0c26f89e00fdae6fb39ff54f0d2eb1c38ab,m,,,,3,香り系,丸み系,Bourbon系,ウォッシュド
398,Arabica,racafe & cia s.c.a,Colombia,,3-37-2623,bachue,3-37-2623,racafe & cia s.c.a,,中南米,La Plata,275,70 kg,Almacafé,2016,"May 5th, 2016",Racafe & Cia S.C.A,Caturra,Washed / Wet,7.83,7.58,7.58,7.58,7.5,7.58,10.0,10.0,10.0,7.67,83.33,0.0,1,0.0,Green,2,"May 5th, 2017",Almacafé,e493c36c2d076bf273064f7ac23ad562af257a25,70d3c0c26f89e00fdae6fb39ff54f0d2eb1c38ab,m,,,,0,酸味系,香り系,Bourbon系,ウォッシュド
399,Arabica,ipanema coffees,Brazil,rio verde,,ipanema coffees,002/1660/0106,ipanema coffees,1227,中南米,Ipanema Agrícola SA,10,2 kg,Specialty Coffee Association,2015/2016,"October 12th, 2015",Ipanema Coffees,Catuai,Semi-washed / Semi-pulped,7.5,7.83,7.33,7.58,7.58,7.92,10.0,10.0,10.0,7.58,83.33,0.1,1,0.0,Green,5,"October 11th, 2016",Specialty Coffee Association,36d0d00a3724338ba7937c52a378d085f2172daa,0878a7d4b9d35ddbf0fe2ce69a2062cceb45a660,m,1227.0,1227.0,1227.0,1,バランス系,酸味系,Bourbon系,セミウォッシュド
400,Arabica,andreas kussmaul,Mexico,ecc,,ecc,1620280402,exportadora café california,1200,中南米,ECC,275,1 kg,Asociación Mexicana De Cafés y Cafeterías De Especialidad A.C.,2014,"July 14th, 2015",ANDREAS KUSSMAUL,Caturra,Washed / Wet,7.75,7.75,7.5,7.67,7.5,7.58,10.0,10.0,10.0,7.58,83.33,0.12,0,0.0,Green,2,"July 13th, 2016",Asociación Mexicana De Cafés y Cafeterías De Especialidad A.C.,3441698871fa609a44ce947e8944ee42eb4428b9,9894541e8065ee718165a1d432389d114defc38c,m,1200.0,1200.0,1200.0,1,バランス系,酸味系,Bourbon系,ウォッシュド
401,Arabica,exportadora de cafe condor s.a,Colombia,various,,trilladora agricola,3-68-0103,exportadora de cafe condor s.a,1650 msnm,中南米,varios,275,70 kg,Almacafé,2015,"April 8th, 2015",Exportadora de Cafe Condor S.A,Caturra,Washed / Wet,7.67,7.75,7.42,7.83,7.83,7.42,10.0,10.0,10.0,7.42,83.33,0.11,0,0.0,Green,1,"April 7th, 2016",Almacafé,e493c36c2d076bf273064f7ac23ad562af257a25,70d3c0c26f89e00fdae6fb39ff54f0d2eb1c38ab,m,1650.0,1650.0,1650.0,1,バランス系,酸味系,Bourbon系,ウォッシュド
402,Arabica,afca,"Tanzania, United Republic Of",mondul coffee estate,,mondul coffee estate,C27,mondul coffee estate,1700,アフリカ,Mondul Coffee Estate,10,60 kg,Africa Fine Coffee Association,2014,"December 12th, 2014",AFCA,Other,Semi-washed / Semi-pulped,7.75,7.58,7.67,7.58,7.58,7.58,10.0,10.0,10.0,7.58,83.33,0.12,0,0.0,Green,6,"December 12th, 2015",Africa Fine Coffee Association,073285c0d45e2f5539012d969937e529564fa6fe,c4ab13415cdd69376a93780c0166e7b1a10481ea,m,1700.0,1700.0,1700.0,0,酸味系,香り系,その他,セミウォッシュド
403,Arabica,j.andrade,Mexico,el pino,,"el pino, cosautlan de carvajal",0,"café andrade, s.a. de c.v.",1100,中南米,JOSÉ LUIS ANDRADE SANDARA,200,1 kg,AMECAFE,2013,"July 15th, 2014",J.ANDRADE,Other,Washed / Wet,7.67,7.67,7.58,7.67,7.5,7.58,10.0,10.0,10.0,7.67,83.33,0.12,0,0.0,Green,0,"July 15th, 2015",AMECAFE,59e396ad6e22a1c22b248f958e1da2bd8af85272,0eb4ee5b3f47b20b049548a2fd1e7d4a2b70d0a7,m,1100.0,1100.0,1100.0,1,バランス系,酸味系,その他,ウォッシュド
404,Arabica,the coffee source inc.,Costa Rica,several,,cafe altura de san ramon,5-562-0013,the coffee source inc.,1300 msnm,中南米,SEVERAL,250,3 lbs,Specialty Coffee Association,2014,"April 7th, 2014",The Coffee Source Inc.,Caturra,Washed / Wet,7.67,7.67,7.42,7.67,7.67,7.67,10.0,10.0,10.0,7.58,83.33,0.12,0,0.0,Green,3,"April 7th, 2015",Specialty Coffee Association,36d0d00a3724338ba7937c52a378d085f2172daa,0878a7d4b9d35ddbf0fe2ce69a2062cceb45a660,m,1300.0,1300.0,1300.0,1,バランス系,酸味系,Bourbon系,ウォッシュド
405,Arabica,eileen koyanagi,United States (Hawaii),,,,KP012314,kona pacific farmers cooperative,,アジア太平洋,,12,100 lbs,Specialty Coffee Association,2014,"February 25th, 2014",Eileen Koyanagi,Hawaiian Kona,Natural / Dry,7.83,7.58,7.83,7.67,7.92,8.0,9.33,10.0,9.33,7.83,83.33,0.11,0,0.0,Bluish-Green,1,"February 25th, 2015",Specialty Coffee Association,36d0d00a3724338ba7937c52a378d085f2172daa,0878a7d4b9d35ddbf0fe2ce69a2062cceb45a660,ft,,,,3,香り系,丸み系,Typica系,ナチュラル
406,Arabica,eric thormaehlen,Costa Rica,several,,several - coricafe dry mill,5-0048-0023,coricafe s.a.,1100-1300,中南米,CORICAFE BLEND,250,1 kg,Specialty Coffee Association of Costa Rica,2013,"February 14th, 2014",Eric Thormaehlen,Catuai,Washed / Wet,7.5,7.67,7.67,7.5,7.83,7.17,10.0,10.0,10.0,8.0,83.33,0.11,0,0.0,Green,3,"February 14th, 2015",Specialty Coffee Association of Costa Rica,8e0b118f3cf3121ab27c5387deacdb7d4d2a60b1,5eb2b7129d9714c43825e44dc3bca9423de209e9,m,1100.0,1300.0,1200.0,1,バランス系,酸味系,Bourbon系,ウォッシュド
407,Arabica,dane loraas,Peru,,,,030-0695-1742,sustainable harvest,,中南米,,280,5 lbs,Specialty Coffee Association,2013,"January 21st, 2014",Dane Loraas,,Washed / Wet,7.83,7.75,7.58,7.83,7.92,7.58,9.33,10.0,10.0,7.5,83.33,0.12,0,0.0,Green,5,"January 21st, 2015",Specialty Coffee Association,36d0d00a3724338ba7937c52a378d085f2172daa,0878a7d4b9d35ddbf0fe2ce69a2062cceb45a660,m,,,,1,バランス系,酸味系,その他,ウォッシュド
408,Arabica,itiah coffee llc,Haiti,marre blanche,,,,itiah coffee llc.,4200 feet,中南米,COOPCAB,2,4 lbs,Specialty Coffee Association,2012,"October 3rd, 2013",ITIAH COFFEE LLC,Typica,Washed / Wet,7.58,7.5,7.67,7.5,7.83,7.42,10.0,10.0,10.0,7.83,83.33,0.11,0,0.0,Green,4,"October 3rd, 2014",Specialty Coffee Association,36d0d00a3724338ba7937c52a378d085f2172daa,0878a7d4b9d35ddbf0fe2ce69a2062cceb45a660,ft,1280.16,1280.16,1280.16,2,コク・バランス系,コク・バランス系,Typica系,ウォッシュド
409,Arabica,carcafe ltda ci,Colombia,,,neiva,3-59-1326,carcafe ltda,1000 msnm,中南米,ORLANDO ORTIZ / HIPOLITO TORRES,250,70 kg,Almacafé,2013,"April 26th, 2013",CARCAFE LTDA CI,Caturra,Natural / Dry,7.67,7.67,7.5,7.67,7.92,7.42,10.0,10.0,10.0,7.5,83.33,0.11,0,0.0,Green,1,"April 26th, 2014",Almacafé,e493c36c2d076bf273064f7ac23ad562af257a25,70d3c0c26f89e00fdae6fb39ff54f0d2eb1c38ab,m,1000.0,1000.0,1000.0,1,バランス系,酸味系,Bourbon系,ナチュラル
410,Arabica,juan luis alvarado romero,Guatemala,el sacramento,,beneficio ixchel,11/23/0419,"unex guatemala, s.a.",4300,中南米,LUIS RODRIGUEZ,250,69 kg,Asociacion Nacional Del Café,2013,"February 26th, 2013",Juan Luis Alvarado Romero,Bourbon,Washed / Wet,7.83,7.67,7.17,7.67,7.67,7.67,10.0,10.0,10.0,7.67,83.33,0.11,0,0.0,Green,3,"February 26th, 2014",Asociacion Nacional Del Café,b1f20fe3a819fd6b2ee0eb8fdc3da256604f1e53,724f04ad10ed31dbb9d260f0dfd221ba48be8a95,ft,1310.64,1310.64,1310.64,1,バランス系,酸味系,Bourbon系,ウォッシュド
411,Arabica,kona pacific farmers cooperative,United States (Hawaii),,,,2234503 KONA PRIME,kona pacific farmers cooperative,,アジア太平洋,,7,100 lbs,Specialty Coffee Association,2012,"January 24th, 2013",Kona Pacific Farmers Cooperative,Hawaiian Kona,Natural / Dry,7.92,7.5,7.58,7.83,7.67,7.67,9.33,10.0,10.0,7.83,83.33,0.1,0,0.0,Bluish-Green,4,"January 24th, 2014",Specialty Coffee Association,36d0d00a3724338ba7937c52a378d085f2172daa,0878a7d4b9d35ddbf0fe2ce69a2062cceb45a660,ft,,,,1,バランス系,酸味系,Typica系,ナチュラル
412,Arabica,steven kil,Burundi,sogestal kayanza,,kiriyama washing station,,the specialty coffee appraisers institute of asia,1880,アフリカ,,220,60 kg,Specialty Coffee Association,2012,"August 29th, 2012",Steven Kil,Bourbon,Washed / Wet,7.75,7.67,7.33,7.5,7.5,7.75,10.0,10.0,10.0,7.83,83.33,0.0,0,0.0,,5,"August 29th, 2013",Specialty Coffee Association,36d0d00a3724338ba7937c52a378d085f2172daa,0878a7d4b9d35ddbf0fe2ce69a2062cceb45a660,m,1880.0,1880.0,1880.0,1,バランス系,酸味系,Bourbon系,ウォッシュド
413,Arabica,exportadora de cafe condor s.a,Colombia,,,trilladora boananza,3-68-0133,exportadora de cafe condor s.a,1750 msnm,中南米,condor,250,70 kg,Almacafé,2012,"May 30th, 2012",Exportadora de Cafe Condor S.A,Caturra,Washed / Wet,7.5,7.67,7.67,7.58,7.67,7.58,10.0,10.0,10.0,7.67,83.33,0.0,0,0.0,Green,1,"May 30th, 2013",Almacafé,e493c36c2d076bf273064f7ac23ad562af257a25,70d3c0c26f89e00fdae6fb39ff54f0d2eb1c38ab,m,1750.0,1750.0,1750.0,2,コク・バランス系,コク・バランス系,Bourbon系,ウォッシュド
414,Arabica,kona pacific farmers cooperative,United States (Hawaii),,,,,,,アジア太平洋,,27,100 lbs,Specialty Coffee Association,,"September 20th, 2011",Kona Pacific Farmers Cooperative,,,8.08,7.83,7.83,7.75,7.67,7.58,9.33,10.0,9.33,7.92,83.33,0.01,0,0.0,,0,"September 19th, 2012",Specialty Coffee Association,36d0d00a3724338ba7937c52a378d085f2172daa,0878a7d4b9d35ddbf0fe2ce69a2062cceb45a660,ft,,,,0,酸味系,香り系,その他,その他
415,Arabica,kona pacific farmers cooperative,United States (Hawaii),,,,HDOA #210307,,,アジア太平洋,,25,100 lbs,Specialty Coffee Association,,"February 24th, 2011",Kona Pacific Farmers Cooperative,,,7.58,7.67,7.58,7.5,7.83,7.67,10.0,10.0,10.0,7.5,83.33,0.0,0,0.0,,0,"February 24th, 2012",Specialty Coffee Association,36d0d00a3724338ba7937c52a378d085f2172daa,0878a7d4b9d35ddbf0fe2ce69a2062cceb45a660,ft,,,,2,コク・バランス系,コク・バランス系,その他,その他
416,Arabica,cafe de don balbino s.c. de r.l. de c.v.,Mexico,corta pico,2016-2017-1,la catedral del cafe,,cafe de don balbino s.c. de r.l. de c.v.,1600,中南米,BALBINO RAMIREZ FLORES,50,50 kg,Centro Agroecológico del Café A.C.,2017,"March 7th, 2017",CAFE DE DON BALBINO S.C. DE R.L. DE C.V.,Typica,Washed / Wet,7.67,7.83,7.42,7.83,7.33,7.5,10.0,10.0,10.0,7.67,83.25,0.11,0,0.0,Blue-Green,0,"March 7th, 2018",Centro Agroecológico del Café A.C.,3b8dfdd621590b424ff64e0b76df7d6a92e1c628,d470dc009281519e30da6ead1c649fcd7670f386,m,1600.0,1600.0,1600.0,1,バランス系,酸味系,Typica系,ウォッシュド
417,Arabica,troy quimby,Costa Rica,estate la patricia,LP-C211-181,micro beneficio la cabaña-javier meza,,bold coast coffee,1900,中南米,Manuel Montero,29,46 kg,Specialty Coffee Association,2016,"January 30th, 2017",Troy Quimby,Catuai,Pulped natural / honey,7.5,7.5,7.83,7.5,7.67,7.67,10.0,10.0,10.0,7.58,83.25,0.11,0,0.0,Green,0,"January 30th, 2018",Specialty Coffee Association,36d0d00a3724338ba7937c52a378d085f2172daa,0878a7d4b9d35ddbf0fe2ce69a2062cceb45a660,m,1900.0,1900.0,1900.0,2,コク・バランス系,コク・バランス系,Bourbon系,ハニー
418,Arabica,rodrigo soto,Costa Rica,coopellanobonito,s16292,coocafe r.l,5-139-0050,panamerican coffee trading,,中南米,Coopellanobonito,275,69 kg,Specialty Coffee Association of Costa Rica,2015,"September 20th, 2016",Rodrigo Soto,,Washed / Wet,7.83,7.5,7.42,7.67,7.5,7.67,10.0,10.0,10.0,7.67,83.25,0.11,0,0.0,,0,"September 20th, 2017",Specialty Coffee Association of Costa Rica,8e0b118f3cf3121ab27c5387deacdb7d4d2a60b1,5eb2b7129d9714c43825e44dc3bca9423de209e9,m,,,,1,バランス系,酸味系,その他,ウォッシュド
419,Arabica,juan luis alvarado romero,Guatemala,linda vista,11-973-152,linda vista,11/973/152,mercon guatemala s.a.,2100,中南米,PABLO CHUY,275,0 kg,Asociacion Nacional Del Café,2016,"August 12th, 2016",Juan Luis Alvarado Romero,Pacas,Washed / Wet,7.5,7.58,7.42,7.83,7.67,7.58,10.0,10.0,10.0,7.67,83.25,0.11,0,2.0,Green,7,"August 12th, 2017",Asociacion Nacional Del Café,b1f20fe3a819fd6b2ee0eb8fdc3da256604f1e53,724f04ad10ed31dbb9d260f0dfd221ba48be8a95,m,2100.0,2100.0,2100.0,1,バランス系,酸味系,Bourbon系,ウォッシュド
420,Arabica,kawacom uganda ltd,Uganda,kawacom uganda ltd sipi farmers group,035/170/5061178,kawacom,035/170/5061178,kawacom uganda ltd,,アフリカ,Kawacom Uganda LTD,150,9000 kg,Uganda Coffee Development Authority,2015,"May 19th, 2016",Kawacom Uganda LTD,SL14,Washed / Wet,7.5,7.67,7.67,7.42,7.67,7.67,10.0,10.0,10.0,7.67,83.25,0.12,0,0.0,Green,1,"May 19th, 2017",Uganda Coffee Development Authority,188fe373b511e21f614564bf86aa4774270d8e04,b7614767a5343729bbde3a2777c60ce836aed928,m,,,,2,コク・バランス系,コク・バランス系,Typica系,ウォッシュド
421,Arabica,bourbon specialty coffees,Brazil,,43102245 - P4615,dinamo armazens gerais ltda,002/4542/0189,bourbon specialty coffees,,中南米,,300,60 kg,Brazil Specialty Coffee Association,2016,"January 12th, 2016",BOURBON SPECIALTY COFFEES,,,7.58,7.67,7.42,7.5,7.67,7.42,10.0,10.0,10.0,8.0,83.25,0.12,0,0.0,Green,4,"January 11th, 2017",Brazil Specialty Coffee Association,3297cfa4c538e3dd03f72cc4082c54f7999e1f9d,8900f0bf1d0b2bafe6807a73562c7677d57eb980,m,,,,2,コク・バランス系,コク・バランス系,その他,その他
